"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Vendor","Src. Int.","Src. Zone","Dst. MAC","Dst. Vendor","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","DPI","Notes","Message","HTTP Referer"
"09/05/2025 06:02:23","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.93.89.33","","","","","","50.247.194.233","4433","","","","","tcp","","","","","","","ace","0s"," ","","","","","","","","","NA","","ace via SSl VPN Portal from 185.93.89.33","User login denied due to bad credentials",""
"09/05/2025 06:02:24","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.93.89.31","","","","","","50.247.194.233","4433","","","","","tcp","","","","","","","imtenan","0s"," ","","","","","","","","","NA","","imtenan via SSl VPN Portal from 185.93.89.31","User login denied due to bad credentials",""
"09/05/2025 06:02:26","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","80.94.95.132","","","","","","50.247.194.233","4433","","","","","tcp","","","","","","","elvin","0s"," ","","","","","","","","","NA","","elvin via SSl VPN Portal from 80.94.95.132","User login denied due to bad credentials",""
"09/05/2025 06:02:26","1154","Security Services","Application Control","Application Control Detection Alert","Standard Application Control Message String","Alert","2048","00:15:5D:01:51:04","MICROSOFT CORPORATION","X0","LAN","18:C2:41:40:22:80","SONICWALL","X1","WAN","192.168.1.225","53178","","0.0.0.0","0","","208.67.220.220","53","dns.opendns.com","0.0.0.0","0","","udp","","","78","","Default Access Rule_7","23","","","","11695","3","","","","","","General DNS","NA","","","Application Control Detection Alert: EMAIL-APPS Outlook.com (Hotmail) -- DNS Query (outlook.office365.com), SID: 11695, AppID: 644, CatID: 58",""
"09/05/2025 06:02:27","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.93.89.33","","","","","","50.247.194.233","4433","","","","","tcp","","","","","","","achaius","0s"," ","","","","","","","","","NA","","achaius via SSl VPN Portal from 185.93.89.33","User login denied due to bad credentials",""
"09/05/2025 06:02:28","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.93.89.38","","","","","","50.247.194.233","4433","","","","","tcp","","","","","","","hiram","0s"," ","","","","","","","","","NA","","hiram via SSl VPN Portal from 185.93.89.38","User login denied due to bad credentials",""
"09/05/2025 06:02:28","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.93.89.31","","","","","","50.247.194.233","4433","","","","","tcp","","","","","","","ina","0s"," ","","","","","","","","","NA","","ina via SSl VPN Portal from 185.93.89.31","User login denied due to bad credentials",""
"09/05/2025 06:02:31","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.93.89.33","","","","","","50.247.194.233","4433","","","","","tcp","","","","","","","ada","0s"," ","","","","","","","","","NA","","ada via SSl VPN Portal from 185.93.89.33","User login denied due to bad credentials",""
"09/05/2025 06:02:31","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","80.94.95.132","","","","","","50.247.194.233","4433","","","","","tcp","","","","","","","elvira","0s"," ","","","","","","","","","NA","","elvira via SSl VPN Portal from 80.94.95.132","User login denied due to bad credentials",""
"09/05/2025 06:02:32","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.93.89.38","","","","","","50.247.194.233","4433","","","","","tcp","","","","","","","hollie","0s"," ","","","","","","","","","NA","","hollie via SSl VPN Portal from 185.93.89.38","User login denied due to bad credentials",""
"09/05/2025 06:02:35","33","Users","Authentication Access","Unknown User Login Attempt","Standard String Service","Alert","","","","X1","","","","X1","","185.93.89.31","","","","","","50.247.194.233","4433","","","","","tcp","","","","","","","inessa","0s"," ","","","","","","","","","NA","","inessa via SSl VPN Portal from 185.93.89.31","User login denied due to bad credentials",""
